velocity_x,velocity_y,velocity_z,voidfraction,
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 0.5
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
1.0, 0.0, 0.0, 1.0
